country,year,value,region,indicator
LBR,2013,45,Africa,MDG_0000000017
PLW,2022,3.7,Western Pacific,MDG_0000000017
EMR,2001,20,NA,MDG_0000000017
TUR,2018,0.53,Europe,MDG_0000000017
SLE,2016,46,Africa,MDG_0000000017
ALB,2009,0.17,Europe,MDG_0000000017
PSE,2007,0.12,Eastern Mediterranean,MDG_0000000017
PLW,2000,5.3,Western Pacific,MDG_0000000017
SEAR,2016,30,NA,MDG_0000000017
VUT,2005,21,Western Pacific,MDG_0000000017
TUR,2022,0.39,Europe,MDG_0000000017
EMR,2023,10,NA,MDG_0000000017
MDV,2002,8.5,South-East Asia,MDG_0000000017
WB_LMI,2005,48,NA,MDG_0000000017
SEAR,2012,37,NA,MDG_0000000017
NAM,2003,71,Africa,MDG_0000000017
BTN,2003,22,South-East Asia,MDG_0000000017
KWT,2023,0.37,Eastern Mediterranean,MDG_0000000017
PAN,2019,4.8,Americas,MDG_0000000017
WB_HI,2011,2.8,NA,MDG_0000000017
WB_LMI,2009,40,NA,MDG_0000000017
AFG,2003,58,Eastern Mediterranean,MDG_0000000017
COK,2007,0.56,Western Pacific,MDG_0000000017
MCO,2005,0.13,Europe,MDG_0000000017
CMR,2007,40,Africa,MDG_0000000017
POL,2005,2.4,Europe,MDG_0000000017
SUR,2016,2.3,Americas,MDG_0000000017
ITA,2003,0.87,Europe,MDG_0000000017
VCT,2018,0.98,Americas,MDG_0000000017
SDN,2000,33,Eastern Mediterranean,MDG_0000000017
MNG,2002,19,Western Pacific,MDG_0000000017
POL,2003,2.7,Europe,MDG_0000000017
NAM,2007,57,Africa,MDG_0000000017
PSE,2019,0.06,Eastern Mediterranean,MDG_0000000017
PER,2012,8.3,Americas,MDG_0000000017
SVN,2001,1.3,Europe,MDG_0000000017
EUR,2009,5.8,NA,MDG_0000000017
DZA,2010,8.5,Africa,MDG_0000000017
NIC,2020,1.3,Americas,MDG_0000000017
SLE,2001,72,Africa,MDG_0000000017
ARE,2013,0.67,Eastern Mediterranean,MDG_0000000017
GNB,2008,55,Africa,MDG_0000000017
PSE,2015,0.12,Eastern Mediterranean,MDG_0000000017
PRY,2018,3.5,Americas,MDG_0000000017
MAR,2009,8.1,Eastern Mediterranean,MDG_0000000017
EUR,2021,1.9,NA,MDG_0000000017
AGO,2014,61,Africa,MDG_0000000017
GBR,2014,0.55,Europe,MDG_0000000017
EMR,2010,15,NA,MDG_0000000017
KNA,2006,4.2,Americas,MDG_0000000017
TJK,2000,15,Europe,MDG_0000000017
FJI,2016,4.1,Western Pacific,MDG_0000000017
LBN,2006,0.74,Eastern Mediterranean,MDG_0000000017
PER,2015,8,Americas,MDG_0000000017
LVA,2002,9.8,Europe,MDG_0000000017
SSD,2011,58,Africa,MDG_0000000017
PAN,2022,4.3,Americas,MDG_0000000017
CYP,2009,0.11,Europe,MDG_0000000017
IND,2011,36,South-East Asia,MDG_0000000017
WSM,2004,1.8,Western Pacific,MDG_0000000017
AGO,2010,68,Africa,MDG_0000000017
WSM,2002,1.7,Western Pacific,MDG_0000000017
TUV,2008,16,Western Pacific,MDG_0000000017
MRT,2003,47,Africa,MDG_0000000017
FIN,2010,0.9,Europe,MDG_0000000017
GNQ,2012,29,Africa,MDG_0000000017
SVN,2005,0.91,Europe,MDG_0000000017
STP,2008,13,Africa,MDG_0000000017
MNG,2019,10,Western Pacific,MDG_0000000017
DJI,2012,41,Eastern Mediterranean,MDG_0000000017
KOR,2017,4.2,Western Pacific,MDG_0000000017
EUR,2016,3,NA,MDG_0000000017
JOR,2020,0.09,Eastern Mediterranean,MDG_0000000017
COL,2000,3.2,Americas,MDG_0000000017
BWA,2007,34,Africa,MDG_0000000017
NLD,2012,0.21,Europe,MDG_0000000017
TUR,2002,1.7,Europe,MDG_0000000017
AFG,2021,26,Eastern Mediterranean,MDG_0000000017
JAM,2021,0.29,Americas,MDG_0000000017
SOM,2014,77,Eastern Mediterranean,MDG_0000000017
GEO,2013,5.1,Europe,MDG_0000000017
ECU,2011,4.3,Americas,MDG_0000000017
PHL,2005,36,Western Pacific,MDG_0000000017
GBR,2011,0.52,Europe,MDG_0000000017
TCD,2007,33,Africa,MDG_0000000017
UZB,2019,3.4,Europe,MDG_0000000017
SYR,2006,0.33,Eastern Mediterranean,MDG_0000000017
HTI,2013,11,Americas,MDG_0000000017
SYR,2008,0.26,Eastern Mediterranean,MDG_0000000017
TGO,2004,8.2,Africa,MDG_0000000017
ISL,2005,1,Europe,MDG_0000000017
COD,2002,63,Africa,MDG_0000000017
SEN,2017,16,Africa,MDG_0000000017
MRT,2008,31,Africa,MDG_0000000017
JOR,2002,0.56,Eastern Mediterranean,MDG_0000000017
SYC,2022,0.35,Africa,MDG_0000000017
EST,2019,1.2,Europe,MDG_0000000017
KEN,2001,52,Africa,MDG_0000000017
MLI,2000,13,Africa,MDG_0000000017
GRC,2005,0.89,Europe,MDG_0000000017
GNQ,2003,31,Africa,MDG_0000000017
MLT,2005,0.26,Europe,MDG_0000000017
QAT,2005,0.37,Eastern Mediterranean,MDG_0000000017
PNG,2017,59,Western Pacific,MDG_0000000017
BRN,2015,3.7,Western Pacific,MDG_0000000017
MUS,2018,1.3,Africa,MDG_0000000017
ESP,2002,1.2,Europe,MDG_0000000017
CZE,2008,0.52,Europe,MDG_0000000017
BRB,2011,0.35,Americas,MDG_0000000017
SWZ,2006,81,Africa,MDG_0000000017
AUT,2014,0.83,Europe,MDG_0000000017
FRA,2007,1.1,Europe,MDG_0000000017
BDI,2016,19,Africa,MDG_0000000017
PHL,2015,26,Western Pacific,MDG_0000000017
CMR,2017,30,Africa,MDG_0000000017
MEX,2010,2.3,Americas,MDG_0000000017
COD,2016,62,Africa,MDG_0000000017
NIU,2012,0,Western Pacific,MDG_0000000017
USA,2002,0.31,Americas,MDG_0000000017
AGO,2007,77,Africa,MDG_0000000017
WPR,2011,6.3,NA,MDG_0000000017
NZL,2017,0.26,Western Pacific,MDG_0000000017
AUS,2020,0.13,Western Pacific,MDG_0000000017
KHM,2017,19,Western Pacific,MDG_0000000017
GNQ,2004,30,Africa,MDG_0000000017
KHM,2000,42,Western Pacific,MDG_0000000017
GHA,2007,44,Africa,MDG_0000000017
YEM,2021,10,Eastern Mediterranean,MDG_0000000017
AND,2008,0.45,Europe,MDG_0000000017
SVN,2019,0.68,Europe,MDG_0000000017
TGO,2010,11,Africa,MDG_0000000017
BIH,2004,5.2,Europe,MDG_0000000017
UZB,2003,23,Europe,MDG_0000000017
AFR,2015,40,NA,MDG_0000000017
JPN,2021,2.2,Western Pacific,MDG_0000000017
KEN,2012,74,Africa,MDG_0000000017
GHA,2017,36,Africa,MDG_0000000017
HKG,2000,4.6,NA,MDG_0000000017
RUS,2014,11,Europe,MDG_0000000017
BDI,2014,21,Africa,MDG_0000000017
CPV,2011,6.3,Africa,MDG_0000000017
GHA,2003,49,Africa,MDG_0000000017
ATG,2011,1.9,Americas,MDG_0000000017
SDN,2009,27,Eastern Mediterranean,MDG_0000000017
HTI,2005,13,Americas,MDG_0000000017
LVA,2021,3.5,Europe,MDG_0000000017
SVK,2013,0.38,Europe,MDG_0000000017
EMR,2020,11,NA,MDG_0000000017
VUT,2008,14,Western Pacific,MDG_0000000017
NOR,2004,1,Europe,MDG_0000000017
MMR,2014,62,South-East Asia,MDG_0000000017
DMA,2011,3.4,Americas,MDG_0000000017
CZE,2003,0.79,Europe,MDG_0000000017
GMB,2008,21,Africa,MDG_0000000017
MNG,2014,11,Western Pacific,MDG_0000000017
LAO,2018,30,Western Pacific,MDG_0000000017
GEO,2023,1.7,Europe,MDG_0000000017
PRY,2013,3.6,Americas,MDG_0000000017
DMA,2001,1.5,Americas,MDG_0000000017
NAM,2009,79,Africa,MDG_0000000017
ISL,2007,1.6,Europe,MDG_0000000017
COL,2013,2.3,Americas,MDG_0000000017
AUS,2019,0.18,Western Pacific,MDG_0000000017
BEN,2018,8.8,Africa,MDG_0000000017
FIN,2023,0.54,Europe,MDG_0000000017
ARG,2006,1.9,Americas,MDG_0000000017
SUR,2010,3.2,Americas,MDG_0000000017
COM,2015,6.8,Africa,MDG_0000000017
QAT,2019,0.28,Eastern Mediterranean,MDG_0000000017
MOZ,2009,26,Africa,MDG_0000000017
KWT,2016,0.47,Eastern Mediterranean,MDG_0000000017
BHS,2015,0.62,Americas,MDG_0000000017
PSE,2013,0.12,Eastern Mediterranean,MDG_0000000017
KEN,2023,27,Africa,MDG_0000000017
BGD,2020,26,South-East Asia,MDG_0000000017
SDN,2020,12,Eastern Mediterranean,MDG_0000000017
BLR,2003,12,Europe,MDG_0000000017
ATG,2010,2.3,Americas,MDG_0000000017
JPN,2001,3.8,Western Pacific,MDG_0000000017
TON,2014,1.2,Western Pacific,MDG_0000000017
ETH,2012,36,Africa,MDG_0000000017
NRU,2000,3.7,Western Pacific,MDG_0000000017
BWA,2015,24,Africa,MDG_0000000017
MMR,2005,130,South-East Asia,MDG_0000000017
GHA,2015,37,Africa,MDG_0000000017
GMB,2018,22,Africa,MDG_0000000017
GIN,2011,27,Africa,MDG_0000000017
CAN,2020,0.21,Americas,MDG_0000000017
BRA,2008,3,Americas,MDG_0000000017
MKD,2009,0.93,Europe,MDG_0000000017
MHL,2009,34,Western Pacific,MDG_0000000017
DJI,2013,37,Eastern Mediterranean,MDG_0000000017
DNK,2016,0.41,Europe,MDG_0000000017
GAB,2006,90,Africa,MDG_0000000017
UKR,2020,7.1,Europe,MDG_0000000017
UKR,2022,7,Europe,MDG_0000000017
BRA,2020,2.5,Americas,MDG_0000000017
MCO,2002,0,Europe,MDG_0000000017
PNG,2013,66,Western Pacific,MDG_0000000017
FSM,2011,20,Western Pacific,MDG_0000000017
KHM,2008,27,Western Pacific,MDG_0000000017
AFG,2020,26,Eastern Mediterranean,MDG_0000000017
AGO,2003,55,Africa,MDG_0000000017
RWA,2020,6.1,Africa,MDG_0000000017
YEM,2010,6.8,Eastern Mediterranean,MDG_0000000017
MUS,2010,0.99,Africa,MDG_0000000017
FSM,2014,24,Western Pacific,MDG_0000000017
KEN,2013,70,Africa,MDG_0000000017
SWE,2013,0.45,Europe,MDG_0000000017
TKM,2022,10,Europe,MDG_0000000017
BIH,2003,5.1,Europe,MDG_0000000017
ERI,2016,19,Africa,MDG_0000000017
PRY,2023,2.6,Americas,MDG_0000000017
NAM,2001,54,Africa,MDG_0000000017
LKA,2017,3.5,South-East Asia,MDG_0000000017
GMB,2010,24,Africa,MDG_0000000017
HTI,2022,8.2,Americas,MDG_0000000017
VCT,2020,0.98,Americas,MDG_0000000017
LUX,2001,1.2,Europe,MDG_0000000017
TUN,2020,1.2,Eastern Mediterranean,MDG_0000000017
CIV,2022,21,Africa,MDG_0000000017
NOR,2001,1.2,Europe,MDG_0000000017
EST,2008,4.2,Europe,MDG_0000000017
PER,2014,7.2,Americas,MDG_0000000017
KNA,2010,2.1,Americas,MDG_0000000017
NGA,2020,64,Africa,MDG_0000000017
WB_LMI,2004,51,NA,MDG_0000000017
PAK,2005,32,Eastern Mediterranean,MDG_0000000017
SGP,2000,2.9,Western Pacific,MDG_0000000017
HRV,2015,1.1,Europe,MDG_0000000017
SAU,2021,0.55,Eastern Mediterranean,MDG_0000000017
KOR,2013,5.4,Western Pacific,MDG_0000000017
ZAF,2012,42,Africa,MDG_0000000017
NER,2000,58,Africa,MDG_0000000017
GUY,2003,13,Americas,MDG_0000000017
NZL,2016,0.25,Western Pacific,MDG_0000000017
BGR,2009,2.8,Europe,MDG_0000000017
LAO,2012,59,Western Pacific,MDG_0000000017
BGR,2004,3.7,Europe,MDG_0000000017
GTM,2021,1.4,Americas,MDG_0000000017
COL,2010,2.3,Americas,MDG_0000000017
AUS,2014,0.2,Western Pacific,MDG_0000000017
GLOBAL,2012,19,NA,MDG_0000000017
TGO,2011,10,Africa,MDG_0000000017
HKG,2019,2.2,NA,MDG_0000000017
MAC,2002,8.2,NA,MDG_0000000017
FJI,2012,3.7,Western Pacific,MDG_0000000017
MUS,2015,1.2,Africa,MDG_0000000017
DEU,2020,0.35,Europe,MDG_0000000017
NER,2003,42,Africa,MDG_0000000017
STP,2013,21,Africa,MDG_0000000017
LSO,2022,72,Africa,MDG_0000000017
PRT,2014,2.1,Europe,MDG_0000000017
LKA,2009,5.6,South-East Asia,MDG_0000000017
KWT,2002,1.5,Eastern Mediterranean,MDG_0000000017
HND,2006,5.1,Americas,MDG_0000000017
GTM,2003,3.4,Americas,MDG_0000000017
NER,2006,31,Africa,MDG_0000000017
ITA,2000,0.89,Europe,MDG_0000000017
CPV,2016,4.3,Africa,MDG_0000000017
AFR,2010,43,NA,MDG_0000000017
ECU,2004,7.7,Americas,MDG_0000000017
PER,2018,7.4,Americas,MDG_0000000017
CRI,2021,0.85,Americas,MDG_0000000017
LCA,2017,0.52,Americas,MDG_0000000017
ROU,2003,10,Europe,MDG_0000000017
TUR,2015,0.69,Europe,MDG_0000000017
AGO,2013,54,Africa,MDG_0000000017
BEL,2019,0.29,Europe,MDG_0000000017
LSO,2010,64,Africa,MDG_0000000017
BEL,2018,0.29,Europe,MDG_0000000017
SDN,2018,11,Eastern Mediterranean,MDG_0000000017
MDG,2000,84,Africa,MDG_0000000017
JOR,2000,0.56,Eastern Mediterranean,MDG_0000000017
ESP,2005,1.1,Europe,MDG_0000000017
DNK,2011,0.29,Europe,MDG_0000000017
KIR,2001,45,Western Pacific,MDG_0000000017
IRQ,2020,2,Eastern Mediterranean,MDG_0000000017
KAZ,2011,10,Europe,MDG_0000000017
GEO,2012,5.7,Europe,MDG_0000000017
DJI,2010,49,Eastern Mediterranean,MDG_0000000017
AUT,2006,0.68,Europe,MDG_0000000017
GMB,2023,17,Africa,MDG_0000000017
SVN,2022,0.68,Europe,MDG_0000000017
BLR,2011,9.4,Europe,MDG_0000000017
ECU,2002,9.3,Americas,MDG_0000000017
COG,2013,45,Africa,MDG_0000000017
CZE,2013,0.64,Europe,MDG_0000000017
COL,2009,2.6,Americas,MDG_0000000017
TCD,2008,30,Africa,MDG_0000000017
IDN,2003,52,South-East Asia,MDG_0000000017
VEN,2011,2,Americas,MDG_0000000017
BLR,2009,9.5,Europe,MDG_0000000017
IRQ,2009,3.7,Eastern Mediterranean,MDG_0000000017
COD,2008,65,Africa,MDG_0000000017
KOR,2006,6.9,Western Pacific,MDG_0000000017
MEX,2009,2.2,Americas,MDG_0000000017
PSE,2001,0.28,Eastern Mediterranean,MDG_0000000017
WB_HI,2020,1.3,NA,MDG_0000000017
ALB,2006,0.35,Europe,MDG_0000000017
KNA,2004,3.5,Americas,MDG_0000000017
DNK,2013,0.29,Europe,MDG_0000000017
GUY,2022,16,Americas,MDG_0000000017
TCD,2012,23,Africa,MDG_0000000017
MDG,2012,54,Africa,MDG_0000000017
AFG,2011,44,Eastern Mediterranean,MDG_0000000017
HND,2012,3.8,Americas,MDG_0000000017
IRL,2010,0.77,Europe,MDG_0000000017
MOZ,2013,33,Africa,MDG_0000000017
PHL,2018,27,Western Pacific,MDG_0000000017
HND,2015,3.7,Americas,MDG_0000000017
BHR,2012,0.37,Eastern Mediterranean,MDG_0000000017
SDN,2011,22,Eastern Mediterranean,MDG_0000000017
AMR,2017,1.8,NA,MDG_0000000017
GTM,2017,2.1,Americas,MDG_0000000017
JPN,2017,2.9,Western Pacific,MDG_0000000017
JOR,2018,0.09,Eastern Mediterranean,MDG_0000000017
THA,2018,14,South-East Asia,MDG_0000000017
ATG,2019,1.2,Americas,MDG_0000000017
PLW,2019,3.1,Western Pacific,MDG_0000000017
DJI,2022,25,Eastern Mediterranean,MDG_0000000017
ISR,2011,0.29,Europe,MDG_0000000017
MWI,2011,34,Africa,MDG_0000000017
PRT,2001,3.8,Europe,MDG_0000000017
BFA,2018,7.8,Africa,MDG_0000000017
LKA,2006,5,South-East Asia,MDG_0000000017
DJI,2021,21,Eastern Mediterranean,MDG_0000000017
CHE,2010,0.35,Europe,MDG_0000000017
ZMB,2010,29,Africa,MDG_0000000017
LBN,2013,1.1,Eastern Mediterranean,MDG_0000000017
YEM,2009,8.6,Eastern Mediterranean,MDG_0000000017
QAT,2006,0.33,Eastern Mediterranean,MDG_0000000017
MLT,2023,0.23,Europe,MDG_0000000017
POL,2019,1.4,Europe,MDG_0000000017
VNM,2000,37,Western Pacific,MDG_0000000017
SEAR,2021,29,NA,MDG_0000000017
OMN,2014,0.43,Eastern Mediterranean,MDG_0000000017
MUS,2014,1.5,Africa,MDG_0000000017
EUR,2000,8.2,NA,MDG_0000000017
BRN,2017,4.3,Western Pacific,MDG_0000000017
PHL,2022,33,Western Pacific,MDG_0000000017
PHL,2017,26,Western Pacific,MDG_0000000017
AFR,2001,53,NA,MDG_0000000017
OMN,2003,0.73,Eastern Mediterranean,MDG_0000000017
NPL,2002,117,South-East Asia,MDG_0000000017
TUN,2017,1.2,Eastern Mediterranean,MDG_0000000017
SLB,2012,8.9,Western Pacific,MDG_0000000017
MRT,2023,12,Africa,MDG_0000000017
SEN,2012,17,Africa,MDG_0000000017
SEAR,2010,42,NA,MDG_0000000017
PRT,2023,2.4,Europe,MDG_0000000017
LAO,2014,51,Western Pacific,MDG_0000000017
HUN,2012,1.3,Europe,MDG_0000000017
ZWE,2007,32,Africa,MDG_0000000017
MLT,2000,0.8,Europe,MDG_0000000017
MCO,2012,0.12,Europe,MDG_0000000017
STP,2004,28,Africa,MDG_0000000017
PAK,2015,23,Eastern Mediterranean,MDG_0000000017
WB_LI,2023,23,NA,MDG_0000000017
DOM,2007,7.8,Americas,MDG_0000000017
PLW,2006,5.8,Western Pacific,MDG_0000000017
SSD,2017,53,Africa,MDG_0000000017
SEN,2013,15,Africa,MDG_0000000017
AMR,2008,2.3,NA,MDG_0000000017
PRY,2003,3.8,Americas,MDG_0000000017
UGA,2019,16,Africa,MDG_0000000017
BEL,2021,0.29,Europe,MDG_0000000017
EST,2006,5.2,Europe,MDG_0000000017
WSM,2001,1.2,Western Pacific,MDG_0000000017
GNB,2016,72,Africa,MDG_0000000017
IRQ,2023,1.6,Eastern Mediterranean,MDG_0000000017
GTM,2010,2.5,Americas,MDG_0000000017
ROU,2016,4.9,Europe,MDG_0000000017
WB_HI,2010,2.9,NA,MDG_0000000017
ROU,2012,6.2,Europe,MDG_0000000017
COL,2021,3.5,Americas,MDG_0000000017
MAR,2016,8.4,Eastern Mediterranean,MDG_0000000017
HUN,2013,0.97,Europe,MDG_0000000017
GUY,2002,14,Americas,MDG_0000000017
BLR,2010,9.7,Europe,MDG_0000000017
LTU,2009,8.8,Europe,MDG_0000000017
TZA,2013,57,Africa,MDG_0000000017
BEL,2004,0.71,Europe,MDG_0000000017
ALB,2016,0.29,Europe,MDG_0000000017
BDI,2001,48,Africa,MDG_0000000017
SLE,2012,51,Africa,MDG_0000000017
OMN,2008,0.6,Eastern Mediterranean,MDG_0000000017
VEN,2023,2,Americas,MDG_0000000017
UKR,2004,23,Europe,MDG_0000000017
SMR,2015,0,Europe,MDG_0000000017
CHE,2000,0.64,Europe,MDG_0000000017
ETH,2018,22,Africa,MDG_0000000017
CAF,2011,97,Africa,MDG_0000000017
STP,2021,29,Africa,MDG_0000000017
HKG,2021,1.9,NA,MDG_0000000017
OMN,2020,0.36,Eastern Mediterranean,MDG_0000000017
LBN,2001,1.2,Eastern Mediterranean,MDG_0000000017
SWZ,2022,23,Africa,MDG_0000000017
IRN,2009,0.89,Eastern Mediterranean,MDG_0000000017
COL,2005,2.7,Americas,MDG_0000000017
WB_UMI,2023,7.9,NA,MDG_0000000017
SVK,2015,0.64,Europe,MDG_0000000017
WPR,2022,4.8,NA,MDG_0000000017
ARE,2009,0.74,Eastern Mediterranean,MDG_0000000017
PSE,2023,0.04,Eastern Mediterranean,MDG_0000000017
UZB,2023,1.3,Europe,MDG_0000000017
TUR,2005,1.2,Europe,MDG_0000000017
ESP,2007,0.93,Europe,MDG_0000000017
CPV,2003,6.3,Africa,MDG_0000000017
MUS,2008,1.2,Africa,MDG_0000000017
UZB,2012,7.5,Europe,MDG_0000000017
NRU,2005,11,Western Pacific,MDG_0000000017
LBY,2010,5.2,Eastern Mediterranean,MDG_0000000017
MEX,2005,2.7,Americas,MDG_0000000017
TKM,2006,17,Europe,MDG_0000000017
MDA,2018,5.4,Europe,MDG_0000000017
RUS,2022,3.9,Europe,MDG_0000000017
MOZ,2007,42,Africa,MDG_0000000017
JPN,2009,3,Western Pacific,MDG_0000000017
MEX,2015,1.8,Americas,MDG_0000000017
MDV,2015,1.6,South-East Asia,MDG_0000000017
TUN,2011,1.5,Eastern Mediterranean,MDG_0000000017
TTO,2005,1.3,Americas,MDG_0000000017
SGP,2022,0.39,Western Pacific,MDG_0000000017
GIN,2003,49,Africa,MDG_0000000017
SEAR,2017,29,NA,MDG_0000000017
LBN,2018,0.89,Eastern Mediterranean,MDG_0000000017
EGY,2020,0.43,Eastern Mediterranean,MDG_0000000017
PAN,2000,6.3,Americas,MDG_0000000017
THA,2017,14,South-East Asia,MDG_0000000017
VCT,2014,2.6,Americas,MDG_0000000017
ETH,2017,25,Africa,MDG_0000000017
MAR,2015,8.2,Eastern Mediterranean,MDG_0000000017
WB_HI,2008,3.4,NA,MDG_0000000017
AUT,2019,0.45,Europe,MDG_0000000017
EMR,2003,19,NA,MDG_0000000017
NER,2019,16,Africa,MDG_0000000017
USA,2000,0.32,Americas,MDG_0000000017
ISR,2007,0.59,Europe,MDG_0000000017
SYC,2016,0,Africa,MDG_0000000017
RWA,2013,5.5,Africa,MDG_0000000017
AMR,2000,3.3,NA,MDG_0000000017
TZA,2023,19,Africa,MDG_0000000017
BFA,2004,15,Africa,MDG_0000000017
ETH,2005,64,Africa,MDG_0000000017
HND,2023,4.6,Americas,MDG_0000000017
CHN,2011,3.4,Western Pacific,MDG_0000000017
BGR,2019,1.4,Europe,MDG_0000000017
MLT,2013,0.74,Europe,MDG_0000000017
GIN,2005,47,Africa,MDG_0000000017
GUY,2000,11,Americas,MDG_0000000017
LVA,2011,4,Europe,MDG_0000000017
BOL,2020,11,Americas,MDG_0000000017
GEO,2009,5.2,Europe,MDG_0000000017
OMN,2001,0.81,Eastern Mediterranean,MDG_0000000017
GRC,2007,0.94,Europe,MDG_0000000017
TUR,2008,1,Europe,MDG_0000000017
ZMB,2015,30,Africa,MDG_0000000017
SEN,2010,20,Africa,MDG_0000000017
GHA,2022,32,Africa,MDG_0000000017
NIC,2002,4,Americas,MDG_0000000017
CHL,2005,3.8,Americas,MDG_0000000017
TCD,2011,23,Africa,MDG_0000000017
COG,2009,45,Africa,MDG_0000000017
SLB,2021,6.7,Western Pacific,MDG_0000000017
GNB,2012,65,Africa,MDG_0000000017
FSM,2023,26,Western Pacific,MDG_0000000017
POL,2010,1.6,Europe,MDG_0000000017
KHM,2010,25,Western Pacific,MDG_0000000017
MUS,2020,1.2,Africa,MDG_0000000017
GLOBAL,2022,14,NA,MDG_0000000017
MDV,2021,1.8,South-East Asia,MDG_0000000017
MEX,2002,3.4,Americas,MDG_0000000017
DEU,2006,0.53,Europe,MDG_0000000017
VEN,2013,2.3,Americas,MDG_0000000017
TUR,2016,0.68,Europe,MDG_0000000017
KAZ,2009,13,Europe,MDG_0000000017
VEN,2005,2.5,Americas,MDG_0000000017
SDN,2023,11,Eastern Mediterranean,MDG_0000000017
BGD,2004,66,South-East Asia,MDG_0000000017
GNB,2023,74,Africa,MDG_0000000017
TUN,2019,1.2,Eastern Mediterranean,MDG_0000000017
BWA,2016,16,Africa,MDG_0000000017
NGA,2018,64,Africa,MDG_0000000017
MDV,2020,1.9,South-East Asia,MDG_0000000017
COD,2004,55,Africa,MDG_0000000017
CAN,2021,0.21,Americas,MDG_0000000017
NLD,2013,0.23,Europe,MDG_0000000017
AFG,2006,43,Eastern Mediterranean,MDG_0000000017
COK,2021,0,Western Pacific,MDG_0000000017
MEX,2014,1.9,Americas,MDG_0000000017
GRC,2019,0.41,Europe,MDG_0000000017
MRT,2005,46,Africa,MDG_0000000017
SEAR,2013,36,NA,MDG_0000000017
NPL,2020,55,South-East Asia,MDG_0000000017
IRL,2023,0.37,Europe,MDG_0000000017
NLD,2006,0.48,Europe,MDG_0000000017
MRT,2022,13,Africa,MDG_0000000017
COL,2007,2.9,Americas,MDG_0000000017
ARG,2003,2.1,Americas,MDG_0000000017
PAK,2019,19,Eastern Mediterranean,MDG_0000000017
AFG,2007,39,Eastern Mediterranean,MDG_0000000017
DZA,2012,8,Africa,MDG_0000000017
CHN,2001,8,Western Pacific,MDG_0000000017
MMR,2001,181,South-East Asia,MDG_0000000017
TUV,2011,11,Western Pacific,MDG_0000000017
NIU,2008,0,Western Pacific,MDG_0000000017
BGD,2012,50,South-East Asia,MDG_0000000017
SVK,2010,0.65,Europe,MDG_0000000017
TCD,2005,31,Africa,MDG_0000000017
SYR,2022,0.13,Eastern Mediterranean,MDG_0000000017
BRA,2023,4.6,Americas,MDG_0000000017
GMB,2012,23,Africa,MDG_0000000017
NLD,2020,0.18,Europe,MDG_0000000017
DMA,2019,3,Americas,MDG_0000000017
HND,2020,5.2,Americas,MDG_0000000017
AUT,2021,0.35,Europe,MDG_0000000017
NPL,2019,58,South-East Asia,MDG_0000000017
MLT,2017,0.22,Europe,MDG_0000000017
TLS,2007,88,South-East Asia,MDG_0000000017
ARE,2003,0.66,Eastern Mediterranean,MDG_0000000017
ECU,2009,5.2,Americas,MDG_0000000017
TTO,2018,1.5,Americas,MDG_0000000017
BOL,2006,19,Americas,MDG_0000000017
COD,2020,49,Africa,MDG_0000000017
SEN,2005,23,Africa,MDG_0000000017
SVK,2022,0.25,Europe,MDG_0000000017
CHE,2006,0.45,Europe,MDG_0000000017
IDN,2023,44,South-East Asia,MDG_0000000017
KOR,2004,7.2,Western Pacific,MDG_0000000017
FJI,2008,2.6,Western Pacific,MDG_0000000017
CRI,2018,0.77,Americas,MDG_0000000017
SLB,2007,11,Western Pacific,MDG_0000000017
AUS,2005,0.3,Western Pacific,MDG_0000000017
HUN,2006,1.8,Europe,MDG_0000000017
TZA,2012,67,Africa,MDG_0000000017
URY,2015,2.7,Americas,MDG_0000000017
PLW,2020,5.3,Western Pacific,MDG_0000000017
LBY,2022,13,Eastern Mediterranean,MDG_0000000017
PER,2011,8.4,Americas,MDG_0000000017
CRI,2001,2,Americas,MDG_0000000017
BEL,2007,0.81,Europe,MDG_0000000017
CHL,2002,3.9,Americas,MDG_0000000017
COG,2003,54,Africa,MDG_0000000017
NOR,2017,0.26,Europe,MDG_0000000017
BLR,2013,7.2,Europe,MDG_0000000017
MHL,2013,36,Western Pacific,MDG_0000000017
EUR,2012,4.5,NA,MDG_0000000017
UKR,2018,9,Europe,MDG_0000000017
IRL,2002,1,Europe,MDG_0000000017
GAB,2001,88,Africa,MDG_0000000017
MMR,2015,57,South-East Asia,MDG_0000000017
FJI,2017,4.2,Western Pacific,MDG_0000000017
MLI,2021,7.8,Africa,MDG_0000000017
MCO,2001,0,Europe,MDG_0000000017
MYS,2015,5.5,Western Pacific,MDG_0000000017
PHL,2023,32,Western Pacific,MDG_0000000017
DMA,2008,5.6,Americas,MDG_0000000017
MKD,2015,0.93,Europe,MDG_0000000017
LBR,2007,44,Africa,MDG_0000000017
ZWE,2000,28,Africa,MDG_0000000017
AND,2001,1.4,Europe,MDG_0000000017
CMR,2014,31,Africa,MDG_0000000017
AUT,2013,0.8,Europe,MDG_0000000017
GRC,2004,0.75,Europe,MDG_0000000017
LCA,2015,1,Americas,MDG_0000000017
BLZ,2011,3.4,Americas,MDG_0000000017
SGP,2006,1.5,Western Pacific,MDG_0000000017
MRT,2015,23,Africa,MDG_0000000017
HUN,2004,2.9,Europe,MDG_0000000017
LKA,2018,3.5,South-East Asia,MDG_0000000017
COM,2003,11,Africa,MDG_0000000017
