country,year,value,region,indicator
GTM,1995,201.28887,Americas,MDG_0000000026
EMR,2002,335.80323,NA,MDG_0000000026
PRK,1991,76.51387,South-East Asia,MDG_0000000026
NOR,2011,3.81889,Europe,MDG_0000000026
HUN,2014,14.65625,Europe,MDG_0000000026
POL,1997,10.02347,Europe,MDG_0000000026
TUN,1990,89.80587,Eastern Mediterranean,MDG_0000000026
TON,2002,94.14018,Western Pacific,MDG_0000000026
BIH,1999,14.57508,Europe,MDG_0000000026
CUB,2000,47.01,Americas,MDG_0000000026
KWT,2016,6.06677,Eastern Mediterranean,MDG_0000000026
MAR,2014,101.70157,Eastern Mediterranean,MDG_0000000026
UGA,2012,334.36888,Africa,MDG_0000000026
PAN,2020,49.51727,Americas,MDG_0000000026
CPV,1986,377.21928,Africa,MDG_0000000026
SYC,2014,5.05958,Africa,MDG_0000000026
SSD,2009,1117.75537,Africa,MDG_0000000026
BRA,2007,72.0248,Americas,MDG_0000000026
BGR,2006,11.82236,Europe,MDG_0000000026
AZE,1999,55.72202,Europe,MDG_0000000026
MMR,1993,467.16878,South-East Asia,MDG_0000000026
CUB,1992,63.39006,Americas,MDG_0000000026
PRI,2008,21.64899,Americas,MDG_0000000026
MNE,2000,10.53046,Europe,MDG_0000000026
ITA,1993,14.74692,Europe,MDG_0000000026
MOZ,1994,865.24001,Africa,MDG_0000000026
CPV,2010,53.91866,Africa,MDG_0000000026
BLR,1985,42.32455,Europe,MDG_0000000026
SVK,1997,9.07427,Europe,MDG_0000000026
MDA,1993,63.16228,Europe,MDG_0000000026
GEO,2001,45.31298,Europe,MDG_0000000026
BIH,2013,7.55633,Europe,MDG_0000000026
CIV,2004,536.08183,Africa,MDG_0000000026
MYS,2016,21.93931,Western Pacific,MDG_0000000026
HND,1985,223.55388,Americas,MDG_0000000026
PAK,1996,464.83377,Eastern Mediterranean,MDG_0000000026
SLB,1996,145.56342,Western Pacific,MDG_0000000026
IND,1997,436.37229,South-East Asia,MDG_0000000026
DEU,1994,8.33743,Europe,MDG_0000000026
MWI,2006,326.36733,Africa,MDG_0000000026
TGO,2006,517.40529,Africa,MDG_0000000026
ALB,2002,12.40726,Europe,MDG_0000000026
GAB,2008,219.44428,Africa,MDG_0000000026
TTO,2006,56.14031,Americas,MDG_0000000026
CYP,1989,36.92542,Europe,MDG_0000000026
DOM,1991,139.06591,Americas,MDG_0000000026
TUN,1991,84.63935,Eastern Mediterranean,MDG_0000000026
BDI,2010,608.00801,Africa,MDG_0000000026
NGA,2010,1122.67093,Africa,MDG_0000000026
DOM,2020,107.34754,Americas,MDG_0000000026
MWI,2004,386.0412,Africa,MDG_0000000026
DZA,1994,202.64119,Africa,MDG_0000000026
LUX,1995,10.55232,Europe,MDG_0000000026
OMN,1993,20.20643,Eastern Mediterranean,MDG_0000000026
ATG,1988,52.68458,Americas,MDG_0000000026
ITA,1996,13.97906,Europe,MDG_0000000026
GAB,1990,406.88306,Africa,MDG_0000000026
BEL,1989,7.81044,Europe,MDG_0000000026
CIV,1999,465.62143,Africa,MDG_0000000026
AUS,1998,7.46775,Western Pacific,MDG_0000000026
NLD,2007,8.43573,Europe,MDG_0000000026
TKM,1988,78.86212,Europe,MDG_0000000026
SEN,2009,471.25465,Africa,MDG_0000000026
NER,1998,851.51822,Africa,MDG_0000000026
GTM,2005,149.23767,Americas,MDG_0000000026
QAT,1998,26.43857,Eastern Mediterranean,MDG_0000000026
WSM,1991,101.27552,Western Pacific,MDG_0000000026
CYP,1987,37.8713,Europe,MDG_0000000026
NOR,1993,6.09304,Europe,MDG_0000000026
ERI,1994,939.79818,Africa,MDG_0000000026
IND,2019,116.38938,South-East Asia,MDG_0000000026
BRA,1987,219.64826,Americas,MDG_0000000026
HND,2001,76.95634,Americas,MDG_0000000026
NZL,2001,11.01742,Western Pacific,MDG_0000000026
COL,1988,121.39401,Americas,MDG_0000000026
SEN,1991,567.89309,Africa,MDG_0000000026
KAZ,2017,13.40551,Europe,MDG_0000000026
JOR,2002,62.41066,Eastern Mediterranean,MDG_0000000026
SDN,2007,443.03189,Eastern Mediterranean,MDG_0000000026
KWT,2020,7.1709,Eastern Mediterranean,MDG_0000000026
LAO,2010,283.59195,Western Pacific,MDG_0000000026
STP,2001,181.55029,Africa,MDG_0000000026
GUY,1988,261.6204,Americas,MDG_0000000026
KEN,1989,613.45401,Africa,MDG_0000000026
COG,2006,479.12256,Africa,MDG_0000000026
GMB,1999,745.5141,Africa,MDG_0000000026
KOR,2006,11.1831,Western Pacific,MDG_0000000026
DNK,1990,11.66962,Europe,MDG_0000000026
BIH,1986,38.89551,Europe,MDG_0000000026
AZE,2009,33.32893,Europe,MDG_0000000026
POL,2018,1.86507,Europe,MDG_0000000026
BEN,2020,522.60474,Africa,MDG_0000000026
HTI,2016,388.08327,Americas,MDG_0000000026
USA,1991,10.27382,Americas,MDG_0000000026
PAN,2006,53.76256,Americas,MDG_0000000026
LAO,2008,361.14875,Western Pacific,MDG_0000000026
BFA,1994,656.42026,Africa,MDG_0000000026
EGY,2012,30.97523,Eastern Mediterranean,MDG_0000000026
BWA,2004,196.19945,Africa,MDG_0000000026
ARG,2003,78.64037,Americas,MDG_0000000026
BRA,2004,69.77313,Americas,MDG_0000000026
TKM,2018,5.00082,Europe,MDG_0000000026
AZE,1998,63.67252,Europe,MDG_0000000026
BEN,1995,543.11117,Africa,MDG_0000000026
BOL,1997,311.22092,Americas,MDG_0000000026
OMN,1998,18.28865,Eastern Mediterranean,MDG_0000000026
MUS,1988,111.91389,Africa,MDG_0000000026
SGP,1994,15.69701,Western Pacific,MDG_0000000026
VNM,1998,90.56209,Western Pacific,MDG_0000000026
COM,2015,260.75192,Africa,MDG_0000000026
LCA,2014,71.77807,Americas,MDG_0000000026
IRL,2002,8.45366,Europe,MDG_0000000026
TLS,2013,309.14006,South-East Asia,MDG_0000000026
NER,1997,856.50872,Africa,MDG_0000000026
ARE,1992,23.12832,Eastern Mediterranean,MDG_0000000026
VEN,2000,92.4087,Americas,MDG_0000000026
ATG,1986,58.16623,Americas,MDG_0000000026
MUS,2007,42.87051,Africa,MDG_0000000026
GUY,1989,259.96709,Americas,MDG_0000000026
JOR,2015,46.13414,Eastern Mediterranean,MDG_0000000026
BOL,1989,476.10656,Americas,MDG_0000000026
VCT,2001,63.23961,Americas,MDG_0000000026
SAU,1987,32.26056,Eastern Mediterranean,MDG_0000000026
LBY,2011,62.36983,Eastern Mediterranean,MDG_0000000026
LBY,2018,69.01574,Eastern Mediterranean,MDG_0000000026
BWA,1988,234.84646,Africa,MDG_0000000026
JPN,1986,14.56715,Western Pacific,MDG_0000000026
SWZ,1999,551.61742,Africa,MDG_0000000026
OMN,1989,24.3449,Eastern Mediterranean,MDG_0000000026
LUX,2011,6.95618,Europe,MDG_0000000026
JPN,2004,7.32104,Western Pacific,MDG_0000000026
MNG,2013,51.82356,Western Pacific,MDG_0000000026
CAN,1991,6.59319,Americas,MDG_0000000026
ZAF,1996,160.38494,Africa,MDG_0000000026
SLE,2002,1492.6749,Africa,MDG_0000000026
MRT,1995,697.26747,Africa,MDG_0000000026
PER,2010,76.37078,Americas,MDG_0000000026
ISL,1996,6.17701,Europe,MDG_0000000026
AGO,2003,676.49647,Africa,MDG_0000000026
HTI,2001,416.80937,Americas,MDG_0000000026
MUS,2017,45.65107,Africa,MDG_0000000026
ISL,1986,6.25144,Europe,MDG_0000000026
SLB,2013,138.43476,Western Pacific,MDG_0000000026
JAM,2001,86.74718,Americas,MDG_0000000026
LKA,1993,55.79655,South-East Asia,MDG_0000000026
QAT,2009,11.45101,Eastern Mediterranean,MDG_0000000026
STP,1993,181.37131,Africa,MDG_0000000026
RWA,2008,432.02642,Africa,MDG_0000000026
CAF,2020,835.26601,Africa,MDG_0000000026
UZB,1997,42.08603,Europe,MDG_0000000026
TUN,1992,88.98559,Eastern Mediterranean,MDG_0000000026
FIN,1987,6.51529,Europe,MDG_0000000026
TKM,1990,72.75475,Europe,MDG_0000000026
IRL,1997,10.46824,Europe,MDG_0000000026
GRD,2001,40.31338,Americas,MDG_0000000026
GAB,2015,212.2327,Africa,MDG_0000000026
SWE,1986,7.07326,Europe,MDG_0000000026
BWA,1987,220.61422,Africa,MDG_0000000026
SAU,1986,34.50324,Eastern Mediterranean,MDG_0000000026
AUS,2017,4.77144,Western Pacific,MDG_0000000026
GEO,2002,43.78577,Europe,MDG_0000000026
MWI,2002,489.92031,Africa,MDG_0000000026
TTO,2002,58.24568,Americas,MDG_0000000026
BIH,2020,5.6684,Europe,MDG_0000000026
BEN,1986,681.50363,Africa,MDG_0000000026
ITA,1992,14.84772,Europe,MDG_0000000026
GRD,2011,26.81135,Americas,MDG_0000000026
KEN,2012,476.98466,Africa,MDG_0000000026
ATG,2007,33.71821,Americas,MDG_0000000026
AFG,2001,1273.43134,Eastern Mediterranean,MDG_0000000026
TON,1997,96.28224,Western Pacific,MDG_0000000026
MWI,1997,650.07292,Africa,MDG_0000000026
PRI,1994,26.06023,Americas,MDG_0000000026
MNG,2012,57.56233,Western Pacific,MDG_0000000026
WPR,2005,62.7626,NA,MDG_0000000026
BGR,2003,16.70329,Europe,MDG_0000000026
PRT,2014,8.81218,Europe,MDG_0000000026
BLZ,1986,104.68636,Americas,MDG_0000000026
MYS,1995,39.7855,Western Pacific,MDG_0000000026
ECU,1997,141.27875,Americas,MDG_0000000026
LSO,2004,554.82605,Africa,MDG_0000000026
EGY,2004,62.58319,Eastern Mediterranean,MDG_0000000026
ALB,1991,29.07421,Europe,MDG_0000000026
VEN,1995,94.20537,Americas,MDG_0000000026
NZL,2009,10.1779,Western Pacific,MDG_0000000026
KWT,1989,12.03806,Eastern Mediterranean,MDG_0000000026
TJK,1999,72.7283,Europe,MDG_0000000026
BRN,2002,51.25621,Western Pacific,MDG_0000000026
SEAR,2012,176.88135,NA,MDG_0000000026
LBN,2013,19.81667,Eastern Mediterranean,MDG_0000000026
NZL,2002,10.22788,Western Pacific,MDG_0000000026
RUS,1997,64.8579,Europe,MDG_0000000026
ARG,2014,41.76457,Americas,MDG_0000000026
GMB,2014,543.32839,Africa,MDG_0000000026
SUR,2019,100.03646,Americas,MDG_0000000026
GBR,2020,9.84248,Europe,MDG_0000000026
MDA,2015,16.70353,Europe,MDG_0000000026
JOR,2018,41.6902,Eastern Mediterranean,MDG_0000000026
LVA,2012,23.06033,Europe,MDG_0000000026
PAK,2019,179.2679,Eastern Mediterranean,MDG_0000000026
CHL,2009,24.11786,Americas,MDG_0000000026
COL,1990,108.4422,Americas,MDG_0000000026
BTN,2015,73.66837,South-East Asia,MDG_0000000026
NER,2012,560.54941,Africa,MDG_0000000026
DZA,1990,205.81979,Africa,MDG_0000000026
AMR,2009,61.14335,NA,MDG_0000000026
TCD,1999,1356.20884,Africa,MDG_0000000026
ERI,1988,1413.47722,Africa,MDG_0000000026
NER,2002,870.82059,Africa,MDG_0000000026
HTI,1991,633.88343,Americas,MDG_0000000026
MNE,2020,6.17443,Europe,MDG_0000000026
UKR,2006,22.69625,Europe,MDG_0000000026
ARM,2012,29.12987,Europe,MDG_0000000026
VUT,2005,97.53679,Western Pacific,MDG_0000000026
ZAF,2001,168.2824,Africa,MDG_0000000026
TJK,1994,103.91819,Europe,MDG_0000000026
SYR,1987,49.67194,Eastern Mediterranean,MDG_0000000026
ARE,1989,21.12785,Eastern Mediterranean,MDG_0000000026
RUS,1993,82.285,Europe,MDG_0000000026
VUT,1992,110.8232,Western Pacific,MDG_0000000026
EGY,1998,86.54622,Eastern Mediterranean,MDG_0000000026
MOZ,2002,460.73723,Africa,MDG_0000000026
FJI,2018,36.5823,Western Pacific,MDG_0000000026
BRA,2018,59.1834,Americas,MDG_0000000026
CIV,1995,506.5647,Africa,MDG_0000000026
CYP,1994,36.86476,Europe,MDG_0000000026
PER,1985,273.97701,Americas,MDG_0000000026
ATG,2019,18.9132,Americas,MDG_0000000026
PNG,2011,262.31462,Western Pacific,MDG_0000000026
LAO,1995,640.68692,Western Pacific,MDG_0000000026
PRY,1991,213.25306,Americas,MDG_0000000026
SUR,2014,135.08538,Americas,MDG_0000000026
HUN,1998,16.35334,Europe,MDG_0000000026
ZMB,2013,191.35355,Africa,MDG_0000000026
SOM,2010,963.18544,Eastern Mediterranean,MDG_0000000026
SOM,2004,1101.54061,Eastern Mediterranean,MDG_0000000026
COM,1985,656.21179,Africa,MDG_0000000026
DEU,1995,8.3213,Europe,MDG_0000000026
LKA,2003,49.73638,South-East Asia,MDG_0000000026
ESP,1992,5.81501,Europe,MDG_0000000026
GEO,2019,26.46745,Europe,MDG_0000000026
EMR,1997,396.84115,NA,MDG_0000000026
ARM,2001,49.56898,Europe,MDG_0000000026
PSE,2001,64.42452,Eastern Mediterranean,MDG_0000000026
ISR,2020,2.83786,Europe,MDG_0000000026
IRN,1988,91.92818,Eastern Mediterranean,MDG_0000000026
MLT,2006,7.22085,Europe,MDG_0000000026
BRN,1991,57.15819,Western Pacific,MDG_0000000026
BFA,2014,313.40482,Africa,MDG_0000000026
KIR,2020,76.33471,Western Pacific,MDG_0000000026
CUB,2013,40.80733,Americas,MDG_0000000026
KWT,1994,11.03737,Eastern Mediterranean,MDG_0000000026
MWI,2005,346.92465,Africa,MDG_0000000026
CHL,2017,14.73754,Americas,MDG_0000000026
GRD,2006,30.13988,Americas,MDG_0000000026
BHR,2002,25.28494,Eastern Mediterranean,MDG_0000000026
AFG,1994,1375.09073,Eastern Mediterranean,MDG_0000000026
TKM,1997,40.74728,Europe,MDG_0000000026
EMR,2016,194.88808,NA,MDG_0000000026
TZA,1988,825.17659,Africa,MDG_0000000026
LUX,2005,10.6829,Europe,MDG_0000000026
SSD,1998,6481.95306,Africa,MDG_0000000026
SWE,2001,5.8172,Europe,MDG_0000000026
GRC,2004,3.37581,Europe,MDG_0000000026
ALB,1988,36.72806,Europe,MDG_0000000026
SVK,1990,10.56373,Europe,MDG_0000000026
BTN,2019,61.60915,South-East Asia,MDG_0000000026
ATG,2006,34.88743,Americas,MDG_0000000026
STP,1990,185.68407,Africa,MDG_0000000026
LBN,1999,33.022,Eastern Mediterranean,MDG_0000000026
ZMB,2017,155.82331,Africa,MDG_0000000026
SEN,2012,393.85651,Africa,MDG_0000000026
COG,2019,292.12093,Africa,MDG_0000000026
PAK,1994,462.91226,Eastern Mediterranean,MDG_0000000026
MNG,2009,69.92179,Western Pacific,MDG_0000000026
LAO,1997,609.12559,Western Pacific,MDG_0000000026
AUS,2015,5.24403,Western Pacific,MDG_0000000026
DZA,1997,180.90136999999999,Africa,MDG_0000000026
BRB,2018,47.09738,Americas,MDG_0000000026
IND,1995,439.93513,South-East Asia,MDG_0000000026
ZAF,1994,136.31766,Africa,MDG_0000000026
LUX,1987,14.83833,Europe,MDG_0000000026
GMB,2010,619.79608,Africa,MDG_0000000026
SLB,1991,151.02043,Western Pacific,MDG_0000000026
PHL,1997,139.19493,Western Pacific,MDG_0000000026
PRY,2009,104.03303,Americas,MDG_0000000026
BWA,2012,260.27057,Africa,MDG_0000000026
FSM,2008,50.18144,Western Pacific,MDG_0000000026
DNK,1985,11.47371,Europe,MDG_0000000026
GEO,2005,45.43146,Europe,MDG_0000000026
JOR,1986,93.29167,Eastern Mediterranean,MDG_0000000026
SOM,2005,1079.96484,Eastern Mediterranean,MDG_0000000026
VEN,1987,97.36948,Americas,MDG_0000000026
BEN,2002,505.33973,Africa,MDG_0000000026
SEN,2006,489.79211,Africa,MDG_0000000026
BLZ,2020,129.78827,Americas,MDG_0000000026
AUS,2010,5.45191,Western Pacific,MDG_0000000026
ARG,1993,78.66025,Americas,MDG_0000000026
KOR,2004,12.77184,Western Pacific,MDG_0000000026
WSM,2004,61.68023,Western Pacific,MDG_0000000026
MYS,1986,54.29409,Western Pacific,MDG_0000000026
ETH,2013,498.45018,Africa,MDG_0000000026
DJI,2000,512.45885,Eastern Mediterranean,MDG_0000000026
GIN,2017,572.13989,Africa,MDG_0000000026
KOR,1994,21.34876,Western Pacific,MDG_0000000026
SVK,2014,5.21655,Europe,MDG_0000000026
BEN,2016,590.20829,Africa,MDG_0000000026
ARG,2019,32.60261,Americas,MDG_0000000026
PNG,2017,209.7892,Western Pacific,MDG_0000000026
CUB,1987,66.21803,Americas,MDG_0000000026
PHL,2011,107.57534,Western Pacific,MDG_0000000026
CAN,2020,11.01287,Americas,MDG_0000000026
KGZ,2012,62.21809,Europe,MDG_0000000026
NAM,2015,299.00531,Africa,MDG_0000000026
VCT,1997,92.67027,Americas,MDG_0000000026
JOR,1999,68.3878,Eastern Mediterranean,MDG_0000000026
MLI,1986,1277.15474,Africa,MDG_0000000026
GAB,1997,323.85229,Africa,MDG_0000000026
AFG,1998,1459.28169,Eastern Mediterranean,MDG_0000000026
ARG,1992,81.17095,Americas,MDG_0000000026
NPL,1988,1063.72776,South-East Asia,MDG_0000000026
RUS,2019,7.45311,Europe,MDG_0000000026
TCD,1995,1373.44121,Africa,MDG_0000000026
GEO,1999,52.72722,Europe,MDG_0000000026
KWT,1992,13.03165,Eastern Mediterranean,MDG_0000000026
SOM,2013,828.28175,Eastern Mediterranean,MDG_0000000026
NGA,2011,1069.75047,Africa,MDG_0000000026
GAB,2007,238.25081,Africa,MDG_0000000026
MAR,2010,133.86673,Eastern Mediterranean,MDG_0000000026
PNG,2012,255.29237,Western Pacific,MDG_0000000026
HUN,1995,17.57999,Europe,MDG_0000000026
STP,1995,177.18917,Africa,MDG_0000000026
SYR,2017,30.53498,Eastern Mediterranean,MDG_0000000026
ZWE,1992,349.56745,Africa,MDG_0000000026
MUS,2014,51.00217,Africa,MDG_0000000026
IND,2020,102.65391,South-East Asia,MDG_0000000026
PRT,2015,10.40371,Europe,MDG_0000000026
LSO,2017,639.73686,Africa,MDG_0000000026
BDI,2011,575.35079,Africa,MDG_0000000026
UGA,2016,310.7271,Africa,MDG_0000000026
MYS,2004,32.54548,Western Pacific,MDG_0000000026
TZA,2001,707.27408,Africa,MDG_0000000026
CUB,2001,46.54925,Americas,MDG_0000000026
KGZ,2007,84.07946,Europe,MDG_0000000026
DZA,2012,99.07579,Africa,MDG_0000000026
ARM,2010,33.2177,Europe,MDG_0000000026
VCT,1999,69.81963,Americas,MDG_0000000026
TJK,1991,86.11114,Europe,MDG_0000000026
SWE,1988,8.2531,Europe,MDG_0000000026
GHA,2017,273.88803,Africa,MDG_0000000026
MMR,2018,214.53393,South-East Asia,MDG_0000000026
DZA,2008,116.51809,Africa,MDG_0000000026
BEL,1998,8.63423,Europe,MDG_0000000026
NOR,1997,5.37815,Europe,MDG_0000000026
SDN,2012,329.51593,Eastern Mediterranean,MDG_0000000026
PSE,2004,60.10783,Eastern Mediterranean,MDG_0000000026
LTU,2015,8.42008,Europe,MDG_0000000026
MDA,2003,34.17322,Europe,MDG_0000000026
LAO,2004,470.93568,Western Pacific,MDG_0000000026
TZA,2014,352.07432,Africa,MDG_0000000026
ERI,2019,331.53104,Africa,MDG_0000000026
BTN,1998,339.39182,South-East Asia,MDG_0000000026
LCA,2002,66.98049,Americas,MDG_0000000026
SOM,2016,710.88682,Eastern Mediterranean,MDG_0000000026
LSO,2000,544.61752,Africa,MDG_0000000026
BWA,1991,228.08353,Africa,MDG_0000000026
BHS,1998,54.49001,Americas,MDG_0000000026
FJI,2019,38.16064,Western Pacific,MDG_0000000026
NZL,2000,11.09168,Western Pacific,MDG_0000000026
GLOBAL,2003,311.79318,NA,MDG_0000000026
MKD,1996,15.22816,Europe,MDG_0000000026
SGP,1992,14.01081,Western Pacific,MDG_0000000026
GAB,2018,228.56613,Africa,MDG_0000000026
BEL,1996,8.86715,Europe,MDG_0000000026
GRC,1988,6.61008,Europe,MDG_0000000026
CYP,2005,27.31871,Europe,MDG_0000000026
BFA,2018,276.62409,Africa,MDG_0000000026
DNK,1994,10.32251,Europe,MDG_0000000026
FRA,2009,9.79064,Europe,MDG_0000000026
HND,1997,96.23327,Americas,MDG_0000000026
IRN,1998,52.05232,Eastern Mediterranean,MDG_0000000026
LAO,2009,329.57133,Western Pacific,MDG_0000000026
BTN,1986,770.46079,South-East Asia,MDG_0000000026
BRN,1994,48.63618,Western Pacific,MDG_0000000026
GBR,2004,11.06449,Europe,MDG_0000000026
SYR,2006,21.46329,Eastern Mediterranean,MDG_0000000026
THA,2007,37.99078,South-East Asia,MDG_0000000026
EMR,2003,327.55332,NA,MDG_0000000026
CPV,2005,76.8877,Africa,MDG_0000000026
AFG,1985,1910.34153,Eastern Mediterranean,MDG_0000000026
AFR,2007,671.7307,NA,MDG_0000000026
GRD,1995,54.84276,Americas,MDG_0000000026
TLS,2011,358.17545,South-East Asia,MDG_0000000026
SRB,1995,17.14909,Europe,MDG_0000000026
LUX,2020,6.4855,Europe,MDG_0000000026
MNE,2012,7.18833,Europe,MDG_0000000026
POL,2010,2.53814,Europe,MDG_0000000026
COG,1997,966.67656,Africa,MDG_0000000026
WPR,2014,41.2109,NA,MDG_0000000026
MDV,2001,96.28694,South-East Asia,MDG_0000000026
PAK,2012,215.96564,Eastern Mediterranean,MDG_0000000026
PSE,1985,110.26178,Eastern Mediterranean,MDG_0000000026
UKR,2013,16.44898,Europe,MDG_0000000026
PSE,1989,90.5096,Eastern Mediterranean,MDG_0000000026
COD,2005,634.8282,Africa,MDG_0000000026
ISR,2001,6.78355,Europe,MDG_0000000026
MOZ,2017,177.31061,Africa,MDG_0000000026
SEAR,1993,481.45672,NA,MDG_0000000026
TZA,2016,297.55278,Africa,MDG_0000000026
LBY,1995,44.74567,Eastern Mediterranean,MDG_0000000026
ATG,1990,58.0267,Americas,MDG_0000000026
BLZ,2002,76.06177,Americas,MDG_0000000026
POL,2007,3.81595,Europe,MDG_0000000026
AFR,2004,712.52346,NA,MDG_0000000026
ARE,1985,21.61599,Eastern Mediterranean,MDG_0000000026
SEN,2016,280.35306,Africa,MDG_0000000026
TKM,2014,6.16567,Europe,MDG_0000000026
MKD,1991,14.2494,Europe,MDG_0000000026
KAZ,2018,13.80216,Europe,MDG_0000000026
ESP,1990,5.82187,Europe,MDG_0000000026
RWA,2006,482.72639,Africa,MDG_0000000026
LKA,1988,62.34984,South-East Asia,MDG_0000000026
BEN,2001,483.21681,Africa,MDG_0000000026
LVA,2015,22.23746,Europe,MDG_0000000026
UZB,2015,30.68784,Europe,MDG_0000000026
SOM,1988,1119.76643,Eastern Mediterranean,MDG_0000000026
GMB,1992,929.25719,Africa,MDG_0000000026
BDI,2008,630.01971,Africa,MDG_0000000026
PNG,1991,333.28785,Western Pacific,MDG_0000000026
JPN,2005,7.18475,Western Pacific,MDG_0000000026
BRN,1988,61.41587,Western Pacific,MDG_0000000026
CMR,2008,531.90301,Africa,MDG_0000000026
STP,1997,190.80146,Africa,MDG_0000000026
IRN,2014,20.89581,Eastern Mediterranean,MDG_0000000026
CZE,1987,13.31149,Europe,MDG_0000000026
AUS,2018,4.42425,Western Pacific,MDG_0000000026
TJK,1990,84.6638,Europe,MDG_0000000026
CAN,2004,10.65891,Americas,MDG_0000000026
PER,2001,105.61232,Americas,MDG_0000000026
USA,1996,11.1208,Americas,MDG_0000000026
RWA,2017,274.66912,Africa,MDG_0000000026
RUS,1998,60.12398,Europe,MDG_0000000026
ARM,2019,24.938,Europe,MDG_0000000026
BIH,1990,33.16516,Europe,MDG_0000000026
GUY,2006,177.30574,Americas,MDG_0000000026
BWA,2016,134.23304,Africa,MDG_0000000026
BLZ,2001,86.05526,Americas,MDG_0000000026
SVK,1994,10.12347,Europe,MDG_0000000026
TLS,2018,249.4876,South-East Asia,MDG_0000000026
DEU,2001,7.1677,Europe,MDG_0000000026
HTI,2018,358.7682,Americas,MDG_0000000026
DOM,1998,106.88144,Americas,MDG_0000000026
MLT,1986,17.16398,Europe,MDG_0000000026
SGP,1986,17.53597,Western Pacific,MDG_0000000026
TTO,2013,36.88906,Americas,MDG_0000000026
AUS,2001,5.97206,Western Pacific,MDG_0000000026
LBY,1993,46.19769,Eastern Mediterranean,MDG_0000000026
CYP,1988,37.81028,Europe,MDG_0000000026
JPN,2010,5.65695,Western Pacific,MDG_0000000026
BGD,2020,123.02825,South-East Asia,MDG_0000000026
RUS,1991,70.96114,Europe,MDG_0000000026
IRL,2018,5.43022,Europe,MDG_0000000026
PHL,1991,186.58705,Western Pacific,MDG_0000000026
COD,2000,667.73606,Africa,MDG_0000000026
MOZ,1999,582.80531,Africa,MDG_0000000026
FJI,1990,59.9035,Western Pacific,MDG_0000000026
CRI,1993,43.98354,Americas,MDG_0000000026
MWI,2009,475.54715,Africa,MDG_0000000026
CPV,1991,278.03848,Africa,MDG_0000000026
EUR,1995,37.17129,NA,MDG_0000000026
BOL,2005,230.08482,Americas,MDG_0000000026
EMR,1996,404.43531,NA,MDG_0000000026
AFG,1997,1365.28543,Eastern Mediterranean,MDG_0000000026
HTI,1987,683.86085,Americas,MDG_0000000026
IDN,1999,284.83815,South-East Asia,MDG_0000000026
KAZ,2007,28.01561,Europe,MDG_0000000026
SWZ,2007,663.55224,Africa,MDG_0000000026
BHR,2007,17.60861,Eastern Mediterranean,MDG_0000000026
ISL,1999,5.66868,Europe,MDG_0000000026
SUR,2002,260.11027,Americas,MDG_0000000026
DOM,1990,137.03881,Americas,MDG_0000000026
FSM,2006,58.32359,Western Pacific,MDG_0000000026
SVN,1995,13.62936,Europe,MDG_0000000026
WPR,2012,44.28823,NA,MDG_0000000026
CRI,1990,44.0876,Americas,MDG_0000000026
GIN,2006,817.41962,Africa,MDG_0000000026
VEN,2014,119.05845,Americas,MDG_0000000026
POL,2014,2.16563,Europe,MDG_0000000026
EGY,1996,98.73942,Eastern Mediterranean,MDG_0000000026
NZL,1990,16.25174,Western Pacific,MDG_0000000026
CAN,2019,11.15627,Americas,MDG_0000000026
BRN,2015,44.79335,Western Pacific,MDG_0000000026
CHL,2004,28.76468,Americas,MDG_0000000026
SEN,2003,564.80354,Africa,MDG_0000000026
BLZ,2003,77.62387,Americas,MDG_0000000026
BFA,2001,499.6108,Africa,MDG_0000000026
DEU,2008,6.45239,Europe,MDG_0000000026
GMB,1996,789.88417,Africa,MDG_0000000026
ARE,2012,8.60421,Eastern Mediterranean,MDG_0000000026
SSD,1990,4141.19242,Africa,MDG_0000000026
PHL,2017,84.12247,Western Pacific,MDG_0000000026
FSM,1996,63.1458,Western Pacific,MDG_0000000026
SEAR,2018,132.59663,NA,MDG_0000000026
IDN,2009,241.18783,South-East Asia,MDG_0000000026
SSD,1996,4022.69342,Africa,MDG_0000000026
SLB,2016,132.735,Western Pacific,MDG_0000000026
FRA,2019,7.73159,Europe,MDG_0000000026
MLI,2009,553.41751,Africa,MDG_0000000026
BEN,1996,527.41339,Africa,MDG_0000000026
COG,2014,375.30715,Africa,MDG_0000000026
BWA,2006,213.01696,Africa,MDG_0000000026
COL,2003,82.65058,Americas,MDG_0000000026
DZA,2017,89.14354,Africa,MDG_0000000026
BEL,2004,6.93755,Europe,MDG_0000000026
GRD,1992,43.52139,Americas,MDG_0000000026
SYC,1988,46.55591,Africa,MDG_0000000026
MMR,2000,371.41532,South-East Asia,MDG_0000000026
SWE,2012,4.92753,Europe,MDG_0000000026
QAT,2007,13.7582,Eastern Mediterranean,MDG_0000000026
SUR,1989,377.99254,Americas,MDG_0000000026
LUX,2004,10.47353,Europe,MDG_0000000026
VUT,1988,118.13762,Western Pacific,MDG_0000000026
ECU,2016,69.87223,Americas,MDG_0000000026
VEN,2006,95.82313,Americas,MDG_0000000026
JAM,2005,86.15855,Americas,MDG_0000000026
BGD,1992,808.58542,South-East Asia,MDG_0000000026
SVN,2011,6.08541,Europe,MDG_0000000026
PAK,2008,240.69697,Eastern Mediterranean,MDG_0000000026
LCA,1992,49.06237,Americas,MDG_0000000026
